,n_locks,simulation,model,model_params,participant,trial,occurrence,symbol,action,time,DISCOUNT,HORIZON,BETA
113,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,113,27,5,0,3.94,0.81,99.66,17.12
114,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,114,32,6,0,6.29,0.81,99.66,17.12
115,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,115,13,2,0,3.12,0.81,99.66,17.12
116,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,116,33,6,0,6.67,0.81,99.66,17.12
117,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,117,28,5,0,5.06,0.81,99.66,17.12
118,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,118,14,2,0,4.34,0.81,99.66,17.12
119,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,119,16,3,0,3.75,0.81,99.66,17.12
120,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,120,29,5,0,5.96,0.81,99.66,17.12
121,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,121,34,6,0,5.97,0.81,99.66,17.12
122,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,122,17,3,0,6.48,0.81,99.66,17.12
123,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,123,35,6,0,5.68,0.81,99.66,17.12
124,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,124,15,2,0,6.68,0.81,99.66,17.12
125,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,125,30,5,0,3.81,0.81,99.66,17.12
126,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,126,20,4,0,6.3,0.81,99.66,17.12
127,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,127,21,4,0,7.05,0.81,99.66,17.12
128,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,128,36,6,0,3.99,0.81,99.66,17.12
129,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,129,7,1,0,6.99,0.81,99.66,17.12
130,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,130,37,6,0,4.76,0.81,99.66,17.12
131,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,131,31,5,0,4.61,0.81,99.66,17.12
132,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,132,32,5,0,6.82,0.81,99.66,17.12
133,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,133,18,3,0,3.15,0.81,99.66,17.12
134,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,134,22,4,0,5.28,0.81,99.66,17.12
135,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,135,23,4,0,4.57,0.81,99.66,17.12
136,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,136,19,3,0,4.42,0.81,99.66,17.12
137,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,137,16,2,0,5.19,0.81,99.66,17.12
138,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,138,8,1,0,6.62,0.81,99.66,17.12
139,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,139,24,4,0,6.22,0.81,99.66,17.12
140,6,1,Discount,"{'DISCOUNT': 0.81, 'HORIZON': 99.66, 'BETA': 17.12}",104,140,20,3,0,5.16,0.81,99.66,17.12
0,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,0,1,6,2,7.006666666666667,0.97,147.14,5.95
1,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,1,1,4,2,7.106666666666667,0.97,147.14,5.95
2,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,2,1,2,2,7.866666666666667,0.97,147.14,5.95
3,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,3,1,5,0,3.08,0.97,147.14,5.95
4,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,4,2,4,2,5.296666666666667,0.97,147.14,5.95
5,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,5,1,3,0,4.88,0.97,147.14,5.95
6,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,6,2,3,0,4.24,0.97,147.14,5.95
7,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,7,2,5,0,4.76,0.97,147.14,5.95
8,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,8,3,5,2,8.936666666666667,0.97,147.14,5.95
9,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,9,2,2,0,4.86,0.97,147.14,5.95
10,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,10,4,5,2,6.926666666666667,0.97,147.14,5.95
11,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,11,5,5,0,3.98,0.97,147.14,5.95
12,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,12,6,5,2,9.106666666666667,0.97,147.14,5.95
13,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,13,2,6,2,7.666666666666667,0.97,147.14,5.95
14,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,14,3,6,0,4.24,0.97,147.14,5.95
15,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,15,4,6,0,4.48,0.97,147.14,5.95
16,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,16,1,1,0,4.52,0.97,147.14,5.95
17,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,17,3,4,2,8.416666666666668,0.97,147.14,5.95
18,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,18,4,4,0,5.53,0.97,147.14,5.95
19,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,19,7,5,2,7.596666666666667,0.97,147.14,5.95
20,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,20,3,2,0,5.7,0.97,147.14,5.95
21,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,21,4,2,0,6.53,0.97,147.14,5.95
22,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,22,5,4,2,7.3966666666666665,0.97,147.14,5.95
23,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,23,6,4,2,6.346666666666667,0.97,147.14,5.95
24,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,24,3,3,2,6.966666666666667,0.97,147.14,5.95
25,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,25,5,2,0,4.0,0.97,147.14,5.95
26,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,26,8,5,0,3.6399999999999997,0.97,147.14,5.95
27,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,27,5,6,0,4.77,0.97,147.14,5.95
28,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,28,1,0,0,6.12,0.97,147.14,5.95
29,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,29,4,3,0,5.05,0.97,147.14,5.95
30,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,30,6,6,0,3.6,0.97,147.14,5.95
31,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,31,7,4,0,4.89,0.97,147.14,5.95
32,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,32,6,2,0,5.16,0.97,147.14,5.95
33,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,33,8,4,0,3.7,0.97,147.14,5.95
34,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,34,9,5,0,4.67,0.97,147.14,5.95
35,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,35,7,6,2,7.426666666666667,0.97,147.14,5.95
36,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,36,10,5,2,9.076666666666666,0.97,147.14,5.95
37,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,37,8,6,0,3.35,0.97,147.14,5.95
38,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,38,9,6,0,4.18,0.97,147.14,5.95
39,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,39,2,1,0,3.6100000000000003,0.97,147.14,5.95
40,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,40,5,3,0,4.65,0.97,147.14,5.95
41,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,41,6,3,0,3.91,0.97,147.14,5.95
42,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,42,10,6,0,3.9699999999999998,0.97,147.14,5.95
43,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,43,11,5,0,4.0600000000000005,0.97,147.14,5.95
44,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,44,11,6,2,7.246666666666667,0.97,147.14,5.95
45,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,45,7,2,0,2.64,0.97,147.14,5.95
46,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,46,9,4,0,5.19,0.97,147.14,5.95
47,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,47,12,6,0,5.26,0.97,147.14,5.95
48,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,48,8,2,0,4.94,0.97,147.14,5.95
49,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,49,7,3,0,5.68,0.97,147.14,5.95
50,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,50,12,5,0,5.08,0.97,147.14,5.95
51,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,51,13,5,0,6.27,0.97,147.14,5.95
52,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,52,2,0,0,5.72,0.97,147.14,5.95
53,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,53,3,1,0,5.05,0.97,147.14,5.95
54,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,54,14,5,0,6.16,0.97,147.14,5.95
55,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,55,4,1,0,4.2,0.97,147.14,5.95
56,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,56,13,6,0,4.25,0.97,147.14,5.95
57,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,57,8,3,2,7.096666666666667,0.97,147.14,5.95
58,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,58,9,3,0,2.85,0.97,147.14,5.95
59,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,59,15,5,0,4.8,0.97,147.14,5.95
60,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,60,14,6,0,6.59,0.97,147.14,5.95
61,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,61,10,4,2,7.886666666666667,0.97,147.14,5.95
62,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,62,15,6,2,7.446666666666667,0.97,147.14,5.95
63,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,63,11,4,1,1.1,0.97,147.14,5.95
64,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,64,16,6,0,4.89,0.97,147.14,5.95
65,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,65,16,5,2,9.276666666666667,0.97,147.14,5.95
66,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,66,17,6,0,4.0600000000000005,0.97,147.14,5.95
67,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,67,10,3,0,4.42,0.97,147.14,5.95
68,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,68,18,6,0,2.98,0.97,147.14,5.95
69,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,69,19,6,2,7.896666666666667,0.97,147.14,5.95
70,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,70,12,4,1,1.7,0.97,147.14,5.95
71,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,71,20,6,1,-0.8999999999999999,0.97,147.14,5.95
72,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,72,21,6,1,0.71,0.97,147.14,5.95
73,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,73,5,1,0,5.27,0.97,147.14,5.95
74,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,74,11,3,0,5.36,0.97,147.14,5.95
75,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,75,17,5,1,0.18999999999999995,0.97,147.14,5.95
76,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,76,22,6,1,2.2,0.97,147.14,5.95
77,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,77,23,6,1,0.42000000000000004,0.97,147.14,5.95
78,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,78,9,2,0,3.4,0.97,147.14,5.95
79,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,79,24,6,1,-0.15999999999999992,0.97,147.14,5.95
80,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,80,10,2,0,2.83,0.97,147.14,5.95
81,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,81,18,5,1,1.23,0.97,147.14,5.95
82,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,82,11,2,0,6.8100000000000005,0.97,147.14,5.95
83,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,83,12,2,0,4.3,0.97,147.14,5.95
84,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,84,12,3,0,4.02,0.97,147.14,5.95
85,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,85,13,4,1,1.37,0.97,147.14,5.95
86,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,86,14,4,1,0.45999999999999996,0.97,147.14,5.95
87,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,87,13,3,0,5.38,0.97,147.14,5.95
88,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,88,6,1,0,3.0,0.97,147.14,5.95
89,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,89,25,6,1,0.29000000000000004,0.97,147.14,5.95
90,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,90,26,6,1,-1.46,0.97,147.14,5.95
91,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,91,19,5,1,3.18,0.97,147.14,5.95
92,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,92,15,4,1,0.56,0.97,147.14,5.95
93,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,93,27,6,1,0.6799999999999999,0.97,147.14,5.95
94,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,94,3,0,0,4.49,0.97,147.14,5.95
95,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,95,16,4,1,0.52,0.97,147.14,5.95
96,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,96,17,4,1,1.38,0.97,147.14,5.95
97,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,97,18,4,1,0.21999999999999997,0.97,147.14,5.95
98,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,98,28,6,1,0.07999999999999996,0.97,147.14,5.95
99,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,99,20,5,1,0.21999999999999997,0.97,147.14,5.95
100,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,100,14,3,0,5.34,0.97,147.14,5.95
101,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,101,21,5,1,1.11,0.97,147.14,5.95
102,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,102,22,5,1,1.99,0.97,147.14,5.95
103,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,103,23,5,1,2.4299999999999997,0.97,147.14,5.95
104,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,104,19,4,1,0.15000000000000002,0.97,147.14,5.95
105,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,105,29,6,1,-1.1600000000000001,0.97,147.14,5.95
106,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,106,20,4,1,1.16,0.97,147.14,5.95
107,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,107,30,6,1,1.17,0.97,147.14,5.95
108,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,108,31,6,1,0.31999999999999995,0.97,147.14,5.95
109,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,109,24,5,1,1.49,0.97,147.14,5.95
110,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,110,25,5,1,0.25,0.97,147.14,5.95
111,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,111,7,1,0,5.73,0.97,147.14,5.95
112,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,112,32,6,1,0.18000000000000005,0.97,147.14,5.95
113,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,113,8,1,0,4.15,0.97,147.14,5.95
114,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,114,15,3,0,7.5,0.97,147.14,5.95
115,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,115,13,2,0,4.51,0.97,147.14,5.95
116,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,116,33,6,1,1.75,0.97,147.14,5.95
117,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,117,14,2,0,5.45,0.97,147.14,5.95
118,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,118,15,2,0,2.9,0.97,147.14,5.95
119,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,119,26,5,1,2.16,0.97,147.14,5.95
120,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,120,16,3,0,6.53,0.97,147.14,5.95
121,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,121,27,5,1,1.5899999999999999,0.97,147.14,5.95
122,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,122,16,2,0,5.43,0.97,147.14,5.95
123,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,123,34,6,1,1.13,0.97,147.14,5.95
124,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,124,17,3,0,5.78,0.97,147.14,5.95
125,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,125,18,3,0,4.47,0.97,147.14,5.95
126,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,126,35,6,1,1.17,0.97,147.14,5.95
127,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,127,28,5,1,2.91,0.97,147.14,5.95
128,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,128,21,4,1,-0.26,0.97,147.14,5.95
129,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,129,36,6,1,1.32,0.97,147.14,5.95
130,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,130,29,5,1,1.8199999999999998,0.97,147.14,5.95
131,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,131,30,5,1,1.0,0.97,147.14,5.95
132,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,132,37,6,1,1.51,0.97,147.14,5.95
133,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,133,22,4,1,2.51,0.97,147.14,5.95
134,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,134,31,5,1,-1.0099999999999998,0.97,147.14,5.95
135,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,135,19,3,0,5.57,0.97,147.14,5.95
136,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,136,20,3,0,6.65,0.97,147.14,5.95
137,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,137,4,0,0,6.12,0.97,147.14,5.95
138,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,138,23,4,1,1.5,0.97,147.14,5.95
139,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,139,24,4,1,1.88,0.97,147.14,5.95
140,6,1,Discount,"{'DISCOUNT': 0.97, 'HORIZON': 147.14, 'BETA': 5.95}",105,140,32,5,1,1.73,0.97,147.14,5.95
0,6,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 27.63, 'BETA': 1.21}",106,0,1,6,0,5.48,0.84,27.63,1.21
1,6,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 27.63, 'BETA': 1.21}",106,1,1,4,2,8.796666666666667,0.84,27.63,1.21
2,6,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 27.63, 'BETA': 1.21}",106,2,1,5,0,6.55,0.84,27.63,1.21
3,6,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 27.63, 'BETA': 1.21}",106,3,2,5,2,7.406666666666667,0.84,27.63,1.21
4,6,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 27.63, 'BETA': 1.21}",106,4,2,6,2,8.216666666666667,0.84,27.63,1.21
5,6,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 27.63, 'BETA': 1.21}",106,5,1,3,2,7.726666666666667,0.84,27.63,1.21
6,6,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 27.63, 'BETA': 1.21}",106,6,3,6,0,6.55,0.84,27.63,1.21
7,6,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 27.63, 'BETA': 1.21}",106,7,2,3,2,8.106666666666667,0.84,27.63,1.21
8,6,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 27.63, 'BETA': 1.21}",106,8,4,6,2,7.046666666666667,0.84,27.63,1.21
