,n_locks,simulation,model,model_params,participant,trial,symbol,action,time,DISCOUNT,HORIZON,BETA,occ
63,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,63,6,1,2.19,0.88,133.63,4.42,36
64,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,64,3,2,6.9399999999999995,0.88,133.63,4.42,20
65,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,65,6,1,1.3599999999999999,0.88,133.63,4.42,36
66,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,66,5,1,1.9300000000000002,0.88,133.63,4.42,32
67,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,67,0,0,6.78,0.88,133.63,4.42,4
68,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,68,4,0,5.8100000000000005,0.88,133.63,4.42,24
69,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,69,1,2,6.49,0.88,133.63,4.42,8
70,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,70,6,1,1.24,0.88,133.63,4.42,36
71,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,71,4,0,6.13,0.88,133.63,4.42,24
72,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,72,4,0,6.16,0.88,133.63,4.42,24
73,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,73,5,1,1.45,0.88,133.63,4.42,32
74,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,74,6,1,2.1,0.88,133.63,4.42,36
75,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,75,4,2,6.76,0.88,133.63,4.42,24
76,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,76,6,1,1.53,0.88,133.63,4.42,36
77,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,77,5,1,1.06,0.88,133.63,4.42,32
78,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,78,6,1,2.21,0.88,133.63,4.42,36
79,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,79,6,1,0.9,0.88,133.63,4.42,36
80,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,80,3,0,5.73,0.88,133.63,4.42,20
81,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,81,5,1,1.55,0.88,133.63,4.42,32
82,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,82,6,1,1.51,0.88,133.63,4.42,36
83,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,83,0,2,7.54,0.88,133.63,4.42,4
84,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,84,6,1,2.49,0.88,133.63,4.42,36
85,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,85,1,2,6.9399999999999995,0.88,133.63,4.42,8
86,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,86,2,0,6.29,0.88,133.63,4.42,16
87,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,87,4,0,5.77,0.88,133.63,4.42,24
88,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,88,2,0,6.41,0.88,133.63,4.42,16
89,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,89,2,0,6.74,0.88,133.63,4.42,16
90,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,90,5,1,2.12,0.88,133.63,4.42,32
91,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,91,5,1,1.67,0.88,133.63,4.42,32
92,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,92,5,1,2.3899999999999997,0.88,133.63,4.42,32
93,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,93,6,1,1.38,0.88,133.63,4.42,36
94,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,94,3,0,5.76,0.88,133.63,4.42,20
95,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,95,2,0,5.7,0.88,133.63,4.42,16
96,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,96,3,2,5.92,0.88,133.63,4.42,20
97,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,97,5,1,1.47,0.88,133.63,4.42,32
98,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,98,6,1,2.01,0.88,133.63,4.42,36
99,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,99,4,0,6.01,0.88,133.63,4.42,24
100,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,100,4,2,7.46,0.88,133.63,4.42,24
101,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,101,3,2,6.96,0.88,133.63,4.42,20
102,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,102,3,2,7.46,0.88,133.63,4.42,20
103,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,103,6,1,2.0700000000000003,0.88,133.63,4.42,36
104,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,104,1,0,6.59,0.88,133.63,4.42,8
105,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,105,4,0,6.17,0.88,133.63,4.42,24
106,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,106,5,1,3.42,0.88,133.63,4.42,32
107,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,107,0,0,6.41,0.88,133.63,4.42,4
108,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,108,5,1,2.3200000000000003,0.88,133.63,4.42,32
109,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,109,6,1,2.12,0.88,133.63,4.42,36
110,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,110,1,0,5.52,0.88,133.63,4.42,8
111,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,111,4,0,5.47,0.88,133.63,4.42,24
112,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,112,3,2,7.04,0.88,133.63,4.42,20
113,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,113,6,1,2.41,0.88,133.63,4.42,36
114,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,114,6,1,2.04,0.88,133.63,4.42,36
115,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,115,3,1,2.26,0.88,133.63,4.42,20
116,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,116,2,0,6.1899999999999995,0.88,133.63,4.42,16
117,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,117,5,1,2.1,0.88,133.63,4.42,32
118,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,118,1,0,6.45,0.88,133.63,4.42,8
119,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,119,5,1,1.54,0.88,133.63,4.42,32
120,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,120,5,1,1.77,0.88,133.63,4.42,32
121,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,121,2,0,6.15,0.88,133.63,4.42,16
122,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,122,6,1,1.44,0.88,133.63,4.42,36
123,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,123,6,1,1.85,0.88,133.63,4.42,36
124,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,124,3,1,1.55,0.88,133.63,4.42,20
125,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,125,5,1,2.8200000000000003,0.88,133.63,4.42,32
126,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,126,5,1,1.96,0.88,133.63,4.42,32
127,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,127,4,0,6.37,0.88,133.63,4.42,24
128,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,128,2,0,6.47,0.88,133.63,4.42,16
129,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,129,5,1,1.85,0.88,133.63,4.42,32
130,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,130,4,0,5.92,0.88,133.63,4.42,24
131,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,131,6,1,2.46,0.88,133.63,4.42,36
132,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,132,6,1,3.31,0.88,133.63,4.42,36
133,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,133,5,1,2.34,0.88,133.63,4.42,32
134,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,134,2,0,5.84,0.88,133.63,4.42,16
135,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,135,4,0,6.12,0.88,133.63,4.42,24
136,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,136,4,0,5.38,0.88,133.63,4.42,24
137,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,137,3,1,1.44,0.88,133.63,4.42,20
138,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,138,3,1,1.87,0.88,133.63,4.42,20
139,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,139,6,1,1.97,0.88,133.63,4.42,36
140,8,1,Discount,"{'DISCOUNT': 0.88, 'HORIZON': 133.63, 'BETA': 4.42}",16,140,6,1,1.12,0.88,133.63,4.42,36
0,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,0,6,0,4.4399999999999995,0.86,127.3,19.73,36
1,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,1,4,0,4.78,0.86,127.3,19.73,24
2,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,2,6,0,6.0,0.86,127.3,19.73,36
3,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,3,6,0,5.84,0.86,127.3,19.73,36
4,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,4,5,0,6.2,0.86,127.3,19.73,32
5,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,5,3,0,5.6,0.86,127.3,19.73,20
6,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,6,5,0,6.2,0.86,127.3,19.73,32
7,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,7,2,0,6.1,0.86,127.3,19.73,16
8,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,8,3,2,7.21,0.86,127.3,19.73,20
9,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,9,6,0,5.08,0.86,127.3,19.73,36
10,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,10,6,0,5.65,0.86,127.3,19.73,36
11,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,11,6,0,6.03,0.86,127.3,19.73,36
12,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,12,6,0,5.22,0.86,127.3,19.73,36
13,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,13,5,0,5.48,0.86,127.3,19.73,32
14,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,14,6,0,6.0,0.86,127.3,19.73,36
15,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,15,6,0,5.55,0.86,127.3,19.73,36
16,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,16,5,0,6.43,0.86,127.3,19.73,32
17,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,17,1,0,5.88,0.86,127.3,19.73,8
18,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,18,3,2,6.72,0.86,127.3,19.73,20
19,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,19,5,0,6.24,0.86,127.3,19.73,32
20,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,20,4,0,5.77,0.86,127.3,19.73,24
21,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,21,4,0,5.99,0.86,127.3,19.73,24
22,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,22,6,0,6.09,0.86,127.3,19.73,36
23,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,23,4,2,7.1899999999999995,0.86,127.3,19.73,24
24,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,24,5,0,6.51,0.86,127.3,19.73,32
25,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,25,6,0,5.37,0.86,127.3,19.73,36
26,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,26,5,0,6.47,0.86,127.3,19.73,32
27,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,27,5,0,6.03,0.86,127.3,19.73,32
28,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,28,3,0,5.45,0.86,127.3,19.73,20
29,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,29,5,0,6.53,0.86,127.3,19.73,32
30,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,30,4,0,5.37,0.86,127.3,19.73,24
31,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,31,4,0,5.88,0.86,127.3,19.73,24
32,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,32,3,0,6.37,0.86,127.3,19.73,20
33,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,33,6,0,5.46,0.86,127.3,19.73,36
34,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,34,1,0,6.21,0.86,127.3,19.73,8
35,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,35,3,0,6.71,0.86,127.3,19.73,20
36,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,36,2,0,6.54,0.86,127.3,19.73,16
37,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,37,2,0,6.07,0.86,127.3,19.73,16
38,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,38,0,0,5.85,0.86,127.3,19.73,4
39,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,39,2,0,5.49,0.86,127.3,19.73,16
40,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,40,4,0,6.35,0.86,127.3,19.73,24
41,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,41,5,0,5.46,0.86,127.3,19.73,32
42,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,42,6,0,6.3100000000000005,0.86,127.3,19.73,36
43,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,43,2,0,6.83,0.86,127.3,19.73,16
44,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,44,2,0,6.67,0.86,127.3,19.73,16
45,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,45,3,0,5.66,0.86,127.3,19.73,20
46,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,46,3,0,6.4,0.86,127.3,19.73,20
47,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,47,5,0,6.4399999999999995,0.86,127.3,19.73,32
48,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,48,5,0,5.59,0.86,127.3,19.73,32
49,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,49,3,0,5.89,0.86,127.3,19.73,20
50,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,50,4,0,5.6899999999999995,0.86,127.3,19.73,24
51,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,51,5,0,5.73,0.86,127.3,19.73,32
52,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,52,5,0,6.49,0.86,127.3,19.73,32
53,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,53,4,2,6.79,0.86,127.3,19.73,24
54,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,54,6,0,5.89,0.86,127.3,19.73,36
55,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,55,5,0,6.02,0.86,127.3,19.73,32
56,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,56,3,0,6.22,0.86,127.3,19.73,20
57,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,57,1,0,6.04,0.86,127.3,19.73,8
58,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,58,4,0,5.3,0.86,127.3,19.73,24
59,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,59,6,0,6.82,0.86,127.3,19.73,36
60,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,60,1,0,6.27,0.86,127.3,19.73,8
61,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,61,2,0,6.48,0.86,127.3,19.73,16
62,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,62,6,0,5.71,0.86,127.3,19.73,36
63,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,63,6,0,5.18,0.86,127.3,19.73,36
64,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,64,6,0,5.33,0.86,127.3,19.73,36
65,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,65,5,0,5.74,0.86,127.3,19.73,32
66,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,66,2,0,5.74,0.86,127.3,19.73,16
67,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,67,4,0,6.93,0.86,127.3,19.73,24
68,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,68,4,0,6.07,0.86,127.3,19.73,24
69,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,69,6,0,5.98,0.86,127.3,19.73,36
70,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,70,0,0,5.58,0.86,127.3,19.73,4
71,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,71,5,0,6.65,0.86,127.3,19.73,32
72,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,72,1,0,5.32,0.86,127.3,19.73,8
73,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,73,6,0,6.17,0.86,127.3,19.73,36
74,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,74,4,0,5.27,0.86,127.3,19.73,24
75,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,75,5,0,7.58,0.86,127.3,19.73,32
76,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,76,3,0,5.78,0.86,127.3,19.73,20
77,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,77,6,0,5.84,0.86,127.3,19.73,36
78,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,78,6,0,5.6899999999999995,0.86,127.3,19.73,36
79,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,79,5,0,6.55,0.86,127.3,19.73,32
80,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,80,6,0,6.14,0.86,127.3,19.73,36
81,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,81,3,0,6.24,0.86,127.3,19.73,20
82,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,82,6,0,6.93,0.86,127.3,19.73,36
83,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,83,2,0,5.73,0.86,127.3,19.73,16
84,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,84,5,0,6.09,0.86,127.3,19.73,32
85,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,85,5,0,6.08,0.86,127.3,19.73,32
86,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,86,5,0,6.1899999999999995,0.86,127.3,19.73,32
87,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,87,3,0,6.13,0.86,127.3,19.73,20
88,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,88,2,0,5.96,0.86,127.3,19.73,16
89,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,89,4,0,5.23,0.86,127.3,19.73,24
90,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,90,4,0,5.92,0.86,127.3,19.73,24
91,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,91,2,0,6.15,0.86,127.3,19.73,16
92,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,92,6,0,7.2,0.86,127.3,19.73,36
93,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,93,4,0,5.79,0.86,127.3,19.73,24
94,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,94,4,0,6.51,0.86,127.3,19.73,24
95,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,95,5,0,6.1,0.86,127.3,19.73,32
96,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,96,4,0,6.04,0.86,127.3,19.73,24
97,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,97,0,0,5.97,0.86,127.3,19.73,4
98,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,98,3,0,5.52,0.86,127.3,19.73,20
99,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,99,5,0,5.26,0.86,127.3,19.73,32
100,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,100,6,0,6.95,0.86,127.3,19.73,36
101,8,1,Discount,"{'DISCOUNT': 0.86, 'HORIZON': 127.3, 'BETA': 19.73}",17,101,6,0,5.91,0.86,127.3,19.73,36
