,n_locks,simulation,model,participant,trial,symbol,action,time
33,6,1,Discount,41,33,2,2,7.533333333333333
34,6,1,Discount,41,34,1,0,1.79
35,6,1,Discount,41,35,1,0,1.15
36,6,1,Discount,41,36,4,0,1.74
37,6,1,Discount,41,37,4,0,2.1
38,6,1,Discount,41,38,0,0,1.24
39,6,1,Discount,41,39,1,2,7.583333333333333
40,6,1,Discount,41,40,5,0,1.58
41,6,1,Discount,41,41,1,0,2.2199999999999998
42,6,1,Discount,41,42,4,0,1.98
43,6,1,Discount,41,43,3,0,1.3
44,6,1,Discount,41,44,3,0,2.48
45,6,1,Discount,41,45,1,2,7.593333333333333
46,6,1,Discount,41,46,3,2,7.533333333333333
47,6,1,Discount,41,47,2,0,0.75
48,6,1,Discount,41,48,6,0,2.1
49,6,1,Discount,41,49,5,0,1.6800000000000002
50,6,1,Discount,41,50,0,2,7.363333333333333
51,6,1,Discount,41,51,0,0,2.09
52,6,1,Discount,41,52,2,2,7.423333333333333
53,6,1,Discount,41,53,3,2,7.703333333333333
54,6,1,Discount,41,54,0,0,0.55
55,6,1,Discount,41,55,6,0,1.1400000000000001
56,6,1,Discount,41,56,4,0,0.85
57,6,1,Discount,41,57,2,0,2.02
58,6,1,Discount,41,58,5,2,7.363333333333333
59,6,1,Discount,41,59,0,0,1.48
60,6,1,Discount,41,60,0,0,1.81
61,6,1,Discount,41,61,2,0,1.32
62,6,1,Discount,41,62,7,0,1.88
63,6,1,Discount,41,63,7,0,1.52
64,6,1,Discount,41,64,6,0,1.16
0,6,1,Discount,42,0,7,0,2.85
1,6,1,Discount,42,1,0,0,2.73
2,6,1,Discount,42,2,4,0,1.76
3,6,1,Discount,42,3,2,0,2.38
4,6,1,Discount,42,4,4,2,6.063333333333333
5,6,1,Discount,42,5,1,2,7.313333333333333
6,6,1,Discount,42,6,0,0,1.62
7,6,1,Discount,42,7,1,0,1.53
8,6,1,Discount,42,8,7,0,1.79
9,6,1,Discount,42,9,2,0,2.2199999999999998
10,6,1,Discount,42,10,2,0,1.97
11,6,1,Discount,42,11,0,0,1.77
12,6,1,Discount,42,12,6,2,7.833333333333333
13,6,1,Discount,42,13,1,0,1.54
14,6,1,Discount,42,14,5,0,2.44
15,6,1,Discount,42,15,1,0,1.07
16,6,1,Discount,42,16,7,0,1.79
17,6,1,Discount,42,17,2,0,1.16
18,6,1,Discount,42,18,5,0,1.46
19,6,1,Discount,42,19,1,2,7.183333333333333
20,6,1,Discount,42,20,5,0,1.24
21,6,1,Discount,42,21,4,2,7.343333333333333
22,6,1,Discount,42,22,6,0,1.53
23,6,1,Discount,42,23,3,0,2.3
24,6,1,Discount,42,24,3,0,1.15
25,6,1,Discount,42,25,0,0,2.59
26,6,1,Discount,42,26,0,0,2.0
27,6,1,Discount,42,27,0,2,6.993333333333333
28,6,1,Discount,42,28,6,0,1.13
29,6,1,Discount,42,29,4,0,2.29
30,6,1,Discount,42,30,2,0,1.31
31,6,1,Discount,42,31,3,0,1.3599999999999999
32,6,1,Discount,42,32,3,0,2.15
33,6,1,Discount,42,33,0,0,1.5699999999999998
34,6,1,Discount,42,34,5,0,3.03
35,6,1,Discount,42,35,1,0,1.47
36,6,1,Discount,42,36,1,0,2.6399999999999997
37,6,1,Discount,42,37,0,0,1.6400000000000001
38,6,1,Discount,42,38,2,2,7.243333333333333
39,6,1,Discount,42,39,3,0,2.5
40,6,1,Discount,42,40,3,0,1.9100000000000001
41,6,1,Discount,42,41,0,2,8.503333333333334
42,6,1,Discount,42,42,1,0,2.05
43,6,1,Discount,42,43,0,0,1.13
44,6,1,Discount,42,44,5,0,2.13
45,6,1,Discount,42,45,0,2,7.783333333333333
46,6,1,Discount,42,46,2,2,7.473333333333333
47,6,1,Discount,42,47,5,0,2.87
48,6,1,Discount,42,48,3,0,1.54
49,6,1,Discount,42,49,4,0,0.98
50,6,1,Discount,42,50,4,2,8.253333333333334
51,6,1,Discount,42,51,0,2,7.523333333333333
52,6,1,Discount,42,52,1,2,7.683333333333334
53,6,1,Discount,42,53,3,0,1.81
54,6,1,Discount,42,54,2,0,1.69
55,6,1,Discount,42,55,1,2,7.123333333333333
56,6,1,Discount,42,56,4,2,6.973333333333333
57,6,1,Discount,42,57,7,0,2.76
58,6,1,Discount,42,58,7,2,6.533333333333333
59,6,1,Discount,42,59,2,0,1.3599999999999999
60,6,1,Discount,42,60,2,2,6.553333333333333
61,6,1,Discount,42,61,4,2,7.653333333333333
62,6,1,Discount,42,62,6,0,1.56
63,6,1,Discount,42,63,6,0,2.08
64,6,1,Discount,42,64,6,2,6.6033333333333335
0,6,1,Discount,43,0,7,0,2.0300000000000002
1,6,1,Discount,43,1,0,0,2.17
2,6,1,Discount,43,2,5,2,7.053333333333333
3,6,1,Discount,43,3,3,0,1.53
4,6,1,Discount,43,4,1,0,1.97
5,6,1,Discount,43,5,1,0,1.71
6,6,1,Discount,43,6,0,0,1.8
7,6,1,Discount,43,7,0,0,1.85
8,6,1,Discount,43,8,4,0,2.13
9,6,1,Discount,43,9,0,0,2.6399999999999997
10,6,1,Discount,43,10,2,2,7.063333333333333
11,6,1,Discount,43,11,0,0,2.35
12,6,1,Discount,43,12,4,0,1.87
13,6,1,Discount,43,13,6,0,2.13
14,6,1,Discount,43,14,0,0,2.19
15,6,1,Discount,43,15,4,2,7.013333333333333
16,6,1,Discount,43,16,1,0,1.09
17,6,1,Discount,43,17,1,0,1.25
18,6,1,Discount,43,18,2,0,1.75
19,6,1,Discount,43,19,7,0,2.3600000000000003
20,6,1,Discount,43,20,2,2,7.1033333333333335
21,6,1,Discount,43,21,2,0,1.26
22,6,1,Discount,43,22,3,2,6.993333333333333
23,6,1,Discount,43,23,5,0,1.6
24,6,1,Discount,43,24,6,0,1.29
25,6,1,Discount,43,25,4,0,2.4
26,6,1,Discount,43,26,1,0,2.5700000000000003
27,6,1,Discount,43,27,3,0,1.44
28,6,1,Discount,43,28,7,2,6.913333333333333
29,6,1,Discount,43,29,3,0,1.74
30,6,1,Discount,43,30,6,0,2.48
31,6,1,Discount,43,31,5,0,2.62
32,6,1,Discount,43,32,2,0,1.77
33,6,1,Discount,43,33,3,0,1.6600000000000001
34,6,1,Discount,43,34,0,2,6.713333333333333
35,6,1,Discount,43,35,3,2,8.083333333333332
36,6,1,Discount,43,36,2,0,1.27
37,6,1,Discount,43,37,4,0,1.9300000000000002
38,6,1,Discount,43,38,6,0,1.78
39,6,1,Discount,43,39,4,0,2.99
40,6,1,Discount,43,40,2,0,2.9299999999999997
41,6,1,Discount,43,41,0,0,1.25
42,6,1,Discount,43,42,5,0,1.92
43,6,1,Discount,43,43,2,0,2.31
44,6,1,Discount,43,44,7,0,2.62
45,6,1,Discount,43,45,6,0,1.52
46,6,1,Discount,43,46,5,2,7.053333333333333
47,6,1,Discount,43,47,1,0,2.4
48,6,1,Discount,43,48,1,0,2.73
49,6,1,Discount,43,49,1,0,1.87
50,6,1,Discount,43,50,0,0,2.3899999999999997
51,6,1,Discount,43,51,4,0,1.79
52,6,1,Discount,43,52,2,2,7.613333333333333
53,6,1,Discount,43,53,3,0,1.52
54,6,1,Discount,43,54,0,0,2.59
55,6,1,Discount,43,55,7,0,1.07
56,6,1,Discount,43,56,2,0,1.54
57,6,1,Discount,43,57,4,2,6.833333333333333
58,6,1,Discount,43,58,0,0,2.0300000000000002
59,6,1,Discount,43,59,5,0,3.12
60,6,1,Discount,43,60,0,0,1.87
61,6,1,Discount,43,61,1,0,0.95
62,6,1,Discount,43,62,1,0,3.03
63,6,1,Discount,43,63,6,0,2.4699999999999998
64,6,1,Discount,43,64,3,0,1.8
0,6,1,Discount,44,0,7,0,2.3899999999999997
1,6,1,Discount,44,1,4,2,7.083333333333333
2,6,1,Discount,44,2,3,0,1.27
3,6,1,Discount,44,3,1,0,2.59
4,6,1,Discount,44,4,3,0,2.3600000000000003
5,6,1,Discount,44,5,5,0,1.87
6,6,1,Discount,44,6,0,0,1.69
7,6,1,Discount,44,7,4,0,1.54
8,6,1,Discount,44,8,0,2,7.473333333333333
9,6,1,Discount,44,9,7,0,2.08
10,6,1,Discount,44,10,2,0,2.01
11,6,1,Discount,44,11,2,0,1.9100000000000001
12,6,1,Discount,44,12,1,0,1.55
13,6,1,Discount,44,13,0,2,7.073333333333333
14,6,1,Discount,44,14,1,2,6.753333333333333
15,6,1,Discount,44,15,0,2,7.943333333333333
16,6,1,Discount,44,16,0,0,2.06
17,6,1,Discount,44,17,5,2,7.223333333333333
18,6,1,Discount,44,18,0,2,7.313333333333333
19,6,1,Discount,44,19,2,0,1.6400000000000001
20,6,1,Discount,44,20,7,0,2.33
21,6,1,Discount,44,21,6,0,1.29
22,6,1,Discount,44,22,2,0,1.88
23,6,1,Discount,44,23,2,0,2.3
24,6,1,Discount,44,24,5,0,1.6099999999999999
25,6,1,Discount,44,25,1,0,2.38
26,6,1,Discount,44,26,3,0,1.56
27,6,1,Discount,44,27,4,0,1.87
28,6,1,Discount,44,28,3,0,2.13
29,6,1,Discount,44,29,4,0,2.63
30,6,1,Discount,44,30,1,0,2.55
31,6,1,Discount,44,31,6,0,2.69
32,6,1,Discount,44,32,6,0,2.38
33,6,1,Discount,44,33,6,0,1.81
34,6,1,Discount,44,34,7,0,2.1
35,6,1,Discount,44,35,3,0,1.6800000000000002
36,6,1,Discount,44,36,3,0,2.81
37,6,1,Discount,44,37,7,2,8.803333333333333
38,6,1,Discount,44,38,4,2,7.253333333333333
39,6,1,Discount,44,39,2,0,2.38
40,6,1,Discount,44,40,4,2,6.923333333333333
41,6,1,Discount,44,41,5,2,7.243333333333333
42,6,1,Discount,44,42,5,0,1.96
43,6,1,Discount,44,43,1,0,2.77
44,6,1,Discount,44,44,6,0,2.6799999999999997
45,6,1,Discount,44,45,1,0,1.51
46,6,1,Discount,44,46,4,2,7.413333333333333
47,6,1,Discount,44,47,0,2,7.623333333333333
48,6,1,Discount,44,48,5,2,6.6033333333333335
49,6,1,Discount,44,49,0,2,6.233333333333333
50,6,1,Discount,44,50,0,1,1.96
51,6,1,Discount,44,51,4,2,7.773333333333333
52,6,1,Discount,44,52,2,0,2.21
53,6,1,Discount,44,53,2,0,1.67
54,6,1,Discount,44,54,1,0,2.1799999999999997
55,6,1,Discount,44,55,3,0,1.01
56,6,1,Discount,44,56,1,0,2.2
57,6,1,Discount,44,57,3,2,7.543333333333333
58,6,1,Discount,44,58,2,0,1.99
59,6,1,Discount,44,59,0,1,0.77
60,6,1,Discount,44,60,2,2,7.653333333333333
61,6,1,Discount,44,61,6,0,1.9300000000000002
62,6,1,Discount,44,62,0,1,1.67
63,6,1,Discount,44,63,0,1,2.5
64,6,1,Discount,44,64,1,0,1.65
0,6,1,Discount,45,0,7,0,2.09
1,6,1,Discount,45,1,2,2,7.313333333333333
2,6,1,Discount,45,2,3,0,1.19
3,6,1,Discount,45,3,7,0,1.72
4,6,1,Discount,45,4,3,0,1.8599999999999999
5,6,1,Discount,45,5,7,0,2.5
6,6,1,Discount,45,6,3,0,1.3599999999999999
7,6,1,Discount,45,7,0,0,2.01
8,6,1,Discount,45,8,6,0,2.0
9,6,1,Discount,45,9,1,2,7.373333333333333
10,6,1,Discount,45,10,2,2,6.683333333333333
11,6,1,Discount,45,11,5,0,1.77
12,6,1,Discount,45,12,2,2,7.023333333333333
13,6,1,Discount,45,13,0,2,7.773333333333333
14,6,1,Discount,45,14,0,2,7.373333333333333
15,6,1,Discount,45,15,6,0,2.5
16,6,1,Discount,45,16,5,0,1.65
17,6,1,Discount,45,17,4,0,1.8900000000000001
18,6,1,Discount,45,18,0,2,6.183333333333333
19,6,1,Discount,45,19,0,2,7.273333333333333
20,6,1,Discount,45,20,1,2,7.003333333333333
21,6,1,Discount,45,21,3,0,1.73
22,6,1,Discount,45,22,1,2,7.783333333333333
23,6,1,Discount,45,23,2,2,7.183333333333333
24,6,1,Discount,45,24,2,2,7.833333333333333
25,6,1,Discount,45,25,4,2,7.633333333333333
26,6,1,Discount,45,26,4,0,2.37
27,6,1,Discount,45,27,0,2,7.4833333333333325
28,6,1,Discount,45,28,5,0,2.0700000000000003
29,6,1,Discount,45,29,6,0,2.2199999999999998
30,6,1,Discount,45,30,4,0,1.81
31,6,1,Discount,45,31,1,2,7.033333333333333
32,6,1,Discount,45,32,1,2,7.703333333333333
33,6,1,Discount,45,33,4,0,1.98
34,6,1,Discount,45,34,2,2,7.863333333333333
35,6,1,Discount,45,35,5,0,1.51
36,6,1,Discount,45,36,1,2,7.003333333333333
37,6,1,Discount,45,37,6,0,1.42
38,6,1,Discount,45,38,4,0,2.3200000000000003
39,6,1,Discount,45,39,2,1,1.72
40,6,1,Discount,45,40,1,1,2.19
41,6,1,Discount,45,41,0,2,6.593333333333333
42,6,1,Discount,45,42,4,0,1.65
43,6,1,Discount,45,43,5,0,1.62
44,6,1,Discount,45,44,6,0,2.08
45,6,1,Discount,45,45,3,0,2.1799999999999997
46,6,1,Discount,45,46,7,0,1.25
47,6,1,Discount,45,47,7,0,2.33
48,6,1,Discount,45,48,5,2,7.093333333333333
49,6,1,Discount,45,49,6,0,2.59
50,6,1,Discount,45,50,0,1,1.99
51,6,1,Discount,45,51,4,0,2.09
52,6,1,Discount,45,52,3,0,1.17
53,6,1,Discount,45,53,2,1,2.8600000000000003
54,6,1,Discount,45,54,0,1,2.45
55,6,1,Discount,45,55,3,0,1.55
56,6,1,Discount,45,56,0,1,1.72
57,6,1,Discount,45,57,1,1,2.52
58,6,1,Discount,45,58,0,1,1.58
59,6,1,Discount,45,59,3,0,1.6099999999999999
60,6,1,Discount,45,60,2,1,2.2
61,6,1,Discount,45,61,2,1,1.53
62,6,1,Discount,45,62,0,1,1.65
63,6,1,Discount,45,63,1,1,1.98
64,6,1,Discount,45,64,1,1,2.63
0,6,1,Discount,46,0,7,0,2.58
1,6,1,Discount,46,1,0,0,1.15
2,6,1,Discount,46,2,0,2,7.323333333333333
3,6,1,Discount,46,3,4,2,8.133333333333333
4,6,1,Discount,46,4,4,0,2.55
5,6,1,Discount,46,5,4,0,2.31
6,6,1,Discount,46,6,6,0,1.46
7,6,1,Discount,46,7,2,0,2.31
8,6,1,Discount,46,8,3,2,7.303333333333333
9,6,1,Discount,46,9,7,0,1.4
10,6,1,Discount,46,10,1,0,3.08
11,6,1,Discount,46,11,0,2,7.083333333333333
12,6,1,Discount,46,12,7,0,1.97
13,6,1,Discount,46,13,0,0,2.2199999999999998
14,6,1,Discount,46,14,3,0,1.6
15,6,1,Discount,46,15,5,0,2.27
16,6,1,Discount,46,16,1,2,6.393333333333333
17,6,1,Discount,46,17,5,2,7.413333333333333
18,6,1,Discount,46,18,6,0,1.27
19,6,1,Discount,46,19,4,2,7.763333333333333
20,6,1,Discount,46,20,1,0,2.81
21,6,1,Discount,46,21,1,0,1.35
22,6,1,Discount,46,22,2,0,2.3200000000000003
23,6,1,Discount,46,23,0,0,1.97
24,6,1,Discount,46,24,2,0,2.35
25,6,1,Discount,46,25,6,0,2.05
26,6,1,Discount,46,26,2,2,6.933333333333333
27,6,1,Discount,46,27,1,2,7.213333333333333
28,6,1,Discount,46,28,2,2,7.643333333333333
29,6,1,Discount,46,29,3,0,1.6600000000000001
30,6,1,Discount,46,30,0,0,1.52
31,6,1,Discount,46,31,5,0,1.75
32,6,1,Discount,46,32,3,0,0.97
33,6,1,Discount,46,33,5,2,7.463333333333333
34,6,1,Discount,46,34,0,0,1.8399999999999999
35,6,1,Discount,46,35,0,0,1.74
36,6,1,Discount,46,36,3,2,8.733333333333333
37,6,1,Discount,46,37,0,2,7.643333333333333
38,6,1,Discount,46,38,0,2,6.733333333333333
39,6,1,Discount,46,39,1,2,7.593333333333333
40,6,1,Discount,46,40,1,0,3.27
41,6,1,Discount,46,41,3,2,7.923333333333333
42,6,1,Discount,46,42,4,0,2.34
43,6,1,Discount,46,43,0,0,2.45
44,6,1,Discount,46,44,6,2,7.013333333333333
45,6,1,Discount,46,45,2,0,1.5699999999999998
46,6,1,Discount,46,46,4,0,1.69
47,6,1,Discount,46,47,0,2,5.763333333333333
48,6,1,Discount,46,48,7,0,0.99
49,6,1,Discount,46,49,1,0,1.72
50,6,1,Discount,46,50,5,0,2.13
51,6,1,Discount,46,51,4,0,1.6600000000000001
52,6,1,Discount,46,52,3,2,7.883333333333333
53,6,1,Discount,46,53,1,2,7.213333333333333
54,6,1,Discount,46,54,1,2,7.143333333333333
55,6,1,Discount,46,55,2,0,2.37
56,6,1,Discount,46,56,2,0,2.4
57,6,1,Discount,46,57,6,2,6.613333333333333
58,6,1,Discount,46,58,2,0,1.95
59,6,1,Discount,46,59,2,2,7.323333333333333
60,6,1,Discount,46,60,3,2,7.543333333333333
61,6,1,Discount,46,61,5,0,3.44
62,6,1,Discount,46,62,4,2,7.443333333333333
63,6,1,Discount,46,63,7,0,2.04
64,6,1,Discount,46,64,6,2,7.273333333333333
0,6,1,Discount,47,0,7,0,1.47
1,6,1,Discount,47,1,4,0,2.87
2,6,1,Discount,47,2,7,2,7.373333333333333
3,6,1,Discount,47,3,7,2,7.653333333333333
4,6,1,Discount,47,4,5,0,2.08
5,6,1,Discount,47,5,0,0,1.46
6,6,1,Discount,47,6,1,0,1.51
7,6,1,Discount,47,7,6,0,1.3599999999999999
8,6,1,Discount,47,8,1,0,1.8599999999999999
9,6,1,Discount,47,9,6,2,7.813333333333333
10,6,1,Discount,47,10,0,0,2.38
11,6,1,Discount,47,11,1,0,1.01
12,6,1,Discount,47,12,3,0,2.31
13,6,1,Discount,47,13,2,0,2.49
14,6,1,Discount,47,14,0,0,1.67
15,6,1,Discount,47,15,2,0,3.09
16,6,1,Discount,47,16,2,0,3.01
17,6,1,Discount,47,17,1,0,2.58
18,6,1,Discount,47,18,5,0,1.67
19,6,1,Discount,47,19,2,2,7.123333333333333
20,6,1,Discount,47,20,0,0,2.23
21,6,1,Discount,47,21,3,0,2.06
22,6,1,Discount,47,22,3,0,1.97
23,6,1,Discount,47,23,1,0,2.02
24,6,1,Discount,47,24,4,0,1.99
25,6,1,Discount,47,25,5,0,2.58
26,6,1,Discount,47,26,4,0,1.71
27,6,1,Discount,47,27,2,2,7.673333333333333
28,6,1,Discount,47,28,0,0,2.92
29,6,1,Discount,47,29,6,0,1.8900000000000001
30,6,1,Discount,47,30,0,0,2.0300000000000002
31,6,1,Discount,47,31,4,0,1.88
32,6,1,Discount,47,32,3,0,1.78
33,6,1,Discount,47,33,0,0,1.58
34,6,1,Discount,47,34,0,0,2.1399999999999997
35,6,1,Discount,47,35,2,0,1.8
36,6,1,Discount,47,36,2,0,1.6800000000000002
37,6,1,Discount,47,37,3,0,0.78
38,6,1,Discount,47,38,0,0,1.65
39,6,1,Discount,47,39,6,0,2.08
40,6,1,Discount,47,40,2,0,1.49
41,6,1,Discount,47,41,1,0,1.83
42,6,1,Discount,47,42,4,0,0.44999999999999996
43,6,1,Discount,47,43,4,0,2.0
44,6,1,Discount,47,44,0,2,7.243333333333333
45,6,1,Discount,47,45,3,0,1.81
46,6,1,Discount,47,46,2,0,2.69
47,6,1,Discount,47,47,1,0,2.02
48,6,1,Discount,47,48,3,2,8.023333333333333
49,6,1,Discount,47,49,1,2,7.313333333333333
50,6,1,Discount,47,50,1,0,2.9299999999999997
51,6,1,Discount,47,51,5,0,1.67
52,6,1,Discount,47,52,6,0,2.2800000000000002
53,6,1,Discount,47,53,2,2,8.033333333333333
54,6,1,Discount,47,54,7,0,2.0
55,6,1,Discount,47,55,0,0,1.6800000000000002
56,6,1,Discount,47,56,1,0,1.71
57,6,1,Discount,47,57,0,0,2.5700000000000003
58,6,1,Discount,47,58,6,2,8.283333333333333
59,6,1,Discount,47,59,4,0,2.41
60,6,1,Discount,47,60,4,0,1.05
61,6,1,Discount,47,61,7,0,2.58
62,6,1,Discount,47,62,5,0,2.05
63,6,1,Discount,47,63,3,0,1.8599999999999999
64,6,1,Discount,47,64,5,0,2.6100000000000003
0,6,1,Discount,48,0,7,0,1.78
1,6,1,Discount,48,1,2,0,2.41
2,6,1,Discount,48,2,5,2,6.433333333333333
3,6,1,Discount,48,3,3,0,1.63
4,6,1,Discount,48,4,6,2,7.403333333333333
5,6,1,Discount,48,5,3,0,1.29
6,6,1,Discount,48,6,4,0,1.25
7,6,1,Discount,48,7,3,0,1.27
8,6,1,Discount,48,8,3,0,2.3
9,6,1,Discount,48,9,2,0,2.1399999999999997
10,6,1,Discount,48,10,1,0,3.0
11,6,1,Discount,48,11,6,0,2.3
12,6,1,Discount,48,12,4,2,7.293333333333333
13,6,1,Discount,48,13,0,0,1.77
14,6,1,Discount,48,14,7,2,7.283333333333333
15,6,1,Discount,48,15,0,0,1.77
16,6,1,Discount,48,16,4,0,2.27
17,6,1,Discount,48,17,0,0,1.54
18,6,1,Discount,48,18,0,0,1.6600000000000001
19,6,1,Discount,48,19,6,2,7.423333333333333
20,6,1,Discount,48,20,2,0,2.3899999999999997
21,6,1,Discount,48,21,0,0,2.01
22,6,1,Discount,48,22,0,0,2.15
23,6,1,Discount,48,23,1,0,2.06
24,6,1,Discount,48,24,7,2,7.423333333333333
25,6,1,Discount,48,25,1,2,6.923333333333333
26,6,1,Discount,48,26,5,0,1.8399999999999999
27,6,1,Discount,48,27,2,2,7.533333333333333
28,6,1,Discount,48,28,4,2,8.263333333333334
29,6,1,Discount,48,29,1,0,2.38
30,6,1,Discount,48,30,2,0,2.31
31,6,1,Discount,48,31,5,0,2.08
32,6,1,Discount,48,32,1,0,2.3200000000000003
33,6,1,Discount,48,33,2,2,8.203333333333333
34,6,1,Discount,48,34,0,0,2.48
35,6,1,Discount,48,35,5,2,6.6033333333333335
36,6,1,Discount,48,36,0,0,1.69
37,6,1,Discount,48,37,1,0,1.94
38,6,1,Discount,48,38,1,0,2.84
39,6,1,Discount,48,39,3,0,1.42
40,6,1,Discount,48,40,5,0,1.6400000000000001
41,6,1,Discount,48,41,1,0,2.55
42,6,1,Discount,48,42,3,0,2.25
43,6,1,Discount,48,43,2,0,2.24
44,6,1,Discount,48,44,6,0,2.96
45,6,1,Discount,48,45,4,2,7.793333333333333
46,6,1,Discount,48,46,5,0,1.6
47,6,1,Discount,48,47,0,0,2.5300000000000002
48,6,1,Discount,48,48,3,0,1.9
49,6,1,Discount,48,49,0,0,1.88
50,6,1,Discount,48,50,7,2,7.163333333333333
51,6,1,Discount,48,51,1,0,2.65
52,6,1,Discount,48,52,3,2,7.763333333333333
53,6,1,Discount,48,53,4,0,2.23
54,6,1,Discount,48,54,2,2,7.333333333333333
55,6,1,Discount,48,55,4,0,1.18
56,6,1,Discount,48,56,6,0,1.34
57,6,1,Discount,48,57,6,2,7.773333333333333
58,6,1,Discount,48,58,0,0,1.42
59,6,1,Discount,48,59,7,0,1.83
60,6,1,Discount,48,60,4,0,1.6800000000000002
61,6,1,Discount,48,61,2,0,2.01
62,6,1,Discount,48,62,0,2,8.403333333333332
63,6,1,Discount,48,63,2,2,6.193333333333333
64,6,1,Discount,48,64,1,2,7.763333333333333
0,6,1,Discount,49,0,7,0,2.5
1,6,1,Discount,49,1,1,0,2.21
2,6,1,Discount,49,2,2,2,7.293333333333333
3,6,1,Discount,49,3,6,2,7.533333333333333
4,6,1,Discount,49,4,4,2,7.683333333333334
5,6,1,Discount,49,5,6,0,1.51
6,6,1,Discount,49,6,2,0,1.65
7,6,1,Discount,49,7,2,0,1.41
8,6,1,Discount,49,8,1,0,2.1100000000000003
9,6,1,Discount,49,9,5,0,1.6800000000000002
10,6,1,Discount,49,10,2,0,1.53
11,6,1,Discount,49,11,0,0,2.29
12,6,1,Discount,49,12,4,0,1.96
13,6,1,Discount,49,13,3,0,2.67
14,6,1,Discount,49,14,0,0,2.12
15,6,1,Discount,49,15,7,0,1.83
16,6,1,Discount,49,16,1,0,2.56
17,6,1,Discount,49,17,0,0,1.19
18,6,1,Discount,49,18,2,0,2.63
19,6,1,Discount,49,19,4,0,1.52
20,6,1,Discount,49,20,4,2,7.573333333333333
21,6,1,Discount,49,21,5,0,1.63
22,6,1,Discount,49,22,0,0,2.0
23,6,1,Discount,49,23,3,0,1.52
24,6,1,Discount,49,24,0,2,7.403333333333333
25,6,1,Discount,49,25,5,0,2.01
26,6,1,Discount,49,26,1,2,7.363333333333333
27,6,1,Discount,49,27,6,0,2.16
28,6,1,Discount,49,28,3,0,2.3899999999999997
29,6,1,Discount,49,29,7,0,2.3
30,6,1,Discount,49,30,3,0,1.8199999999999998
31,6,1,Discount,49,31,1,2,7.423333333333333
32,6,1,Discount,49,32,0,2,7.7333333333333325
33,6,1,Discount,49,33,0,0,1.6400000000000001
34,6,1,Discount,49,34,1,2,6.903333333333333
35,6,1,Discount,49,35,1,2,7.783333333333333
36,6,1,Discount,49,36,7,0,2.59
37,6,1,Discount,49,37,1,0,0.19999999999999996
38,6,1,Discount,49,38,2,0,2.69
39,6,1,Discount,49,39,0,0,1.22
40,6,1,Discount,49,40,0,0,1.46
41,6,1,Discount,49,41,2,0,1.98
42,6,1,Discount,49,42,0,0,1.95
43,6,1,Discount,49,43,3,0,2.6799999999999997
44,6,1,Discount,49,44,3,0,2.67
45,6,1,Discount,49,45,1,0,2.81
46,6,1,Discount,49,46,2,0,2.5700000000000003
47,6,1,Discount,49,47,5,0,2.08
48,6,1,Discount,49,48,6,0,1.75
49,6,1,Discount,49,49,4,0,3.1
50,6,1,Discount,49,50,1,2,6.043333333333333
51,6,1,Discount,49,51,5,0,1.56
52,6,1,Discount,49,52,2,0,2.08
53,6,1,Discount,49,53,4,2,7.803333333333333
54,6,1,Discount,49,54,4,0,1.96
55,6,1,Discount,49,55,5,2,7.543333333333333
56,6,1,Discount,49,56,6,0,1.41
57,6,1,Discount,49,57,0,2,6.713333333333333
58,6,1,Discount,49,58,2,0,1.46
59,6,1,Discount,49,59,0,2,7.383333333333333
60,6,1,Discount,49,60,3,0,1.1400000000000001
61,6,1,Discount,49,61,3,0,2.1100000000000003
62,6,1,Discount,49,62,4,2,7.313333333333333
63,6,1,Discount,49,63,6,0,2.71
64,6,1,Discount,49,64,7,0,1.72
0,6,1,Discount,50,0,7,0,1.5899999999999999
1,6,1,Discount,50,1,0,0,2.69
2,6,1,Discount,50,2,1,0,1.9300000000000002
3,6,1,Discount,50,3,0,0,1.81
4,6,1,Discount,50,4,3,0,2.1
5,6,1,Discount,50,5,1,0,2.83
6,6,1,Discount,50,6,3,2,7.363333333333333
7,6,1,Discount,50,7,4,2,7.743333333333333
8,6,1,Discount,50,8,1,2,7.063333333333333
9,6,1,Discount,50,9,2,0,2.51
10,6,1,Discount,50,10,7,0,1.08
11,6,1,Discount,50,11,3,0,1.79
12,6,1,Discount,50,12,6,0,2.7
13,6,1,Discount,50,13,0,0,2.02
14,6,1,Discount,50,14,7,0,1.47
15,6,1,Discount,50,15,6,2,7.693333333333333
16,6,1,Discount,50,16,3,0,2.2800000000000002
17,6,1,Discount,50,17,2,0,1.4
18,6,1,Discount,50,18,1,0,1.94
19,6,1,Discount,50,19,0,0,2.77
20,6,1,Discount,50,20,2,2,7.003333333333333
21,6,1,Discount,50,21,6,0,2.0300000000000002
22,6,1,Discount,50,22,2,2,7.943333333333333
23,6,1,Discount,50,23,0,0,2.2800000000000002
24,6,1,Discount,50,24,5,2,7.713333333333333
25,6,1,Discount,50,25,4,0,1.77
26,6,1,Discount,50,26,4,0,2.44
27,6,1,Discount,50,27,5,2,7.083333333333333
28,6,1,Discount,50,28,2,0,2.42
29,6,1,Discount,50,29,0,0,2.42
30,6,1,Discount,50,30,4,0,2.2199999999999998
31,6,1,Discount,50,31,1,2,6.973333333333333
32,6,1,Discount,50,32,5,0,2.62
33,6,1,Discount,50,33,4,2,6.713333333333333
34,6,1,Discount,50,34,4,0,2.05
