,n_locks,simulation,model,model_params,participant,trial,occurrence,symbol,action,time,DISCOUNT,HORIZON,BETA,occ,total occurrences
105,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,105,25,5,1,3.07,0.72,120.03,1.36,0,32.0
106,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,106,27,6,1,0.16000000000000003,0.72,120.03,1.36,0,36.0
107,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,107,19,4,1,2.45,0.72,120.03,1.36,0,24.0
108,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,108,14,2,1,-2.68,0.72,120.03,1.36,0,16.0
109,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,109,28,6,1,1.46,0.72,120.03,1.36,0,36.0
110,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,110,26,5,1,2.41,0.72,120.03,1.36,0,32.0
111,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,111,15,3,0,7.34,0.72,120.03,1.36,0,20.0
112,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,112,29,6,1,0.76,0.72,120.03,1.36,0,36.0
113,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,113,27,5,1,1.56,0.72,120.03,1.36,0,32.0
114,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,114,30,6,1,-0.1299999999999999,0.72,120.03,1.36,0,36.0
115,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,115,3,0,0,5.57,0.72,120.03,1.36,0,4.0
116,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,116,20,4,1,1.17,0.72,120.03,1.36,0,24.0
117,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,117,31,6,1,2.85,0.72,120.03,1.36,0,36.0
118,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,118,28,5,1,0.96,0.72,120.03,1.36,0,32.0
119,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,119,32,6,1,-0.3799999999999999,0.72,120.03,1.36,0,36.0
120,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,120,16,3,0,5.0,0.72,120.03,1.36,0,20.0
121,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,121,4,0,0,2.94,0.72,120.03,1.36,0,4.0
122,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,122,17,3,0,6.26,0.72,120.03,1.36,0,20.0
123,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,123,15,2,1,-0.55,0.72,120.03,1.36,0,16.0
124,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,124,29,5,1,-0.6100000000000001,0.72,120.03,1.36,0,32.0
125,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,125,18,3,2,10.3,0.72,120.03,1.36,0,20.0
126,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,126,30,5,1,0.94,0.72,120.03,1.36,0,32.0
127,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,127,31,5,1,1.54,0.72,120.03,1.36,0,32.0
128,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,128,21,4,1,3.18,0.72,120.03,1.36,0,24.0
129,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,129,19,3,0,4.05,0.72,120.03,1.36,0,20.0
130,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,130,22,4,1,-0.09000000000000008,0.72,120.03,1.36,0,24.0
131,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,131,23,4,1,0.5900000000000001,0.72,120.03,1.36,0,24.0
132,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,132,33,6,1,1.51,0.72,120.03,1.36,0,36.0
133,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,133,32,5,1,1.74,0.72,120.03,1.36,0,32.0
134,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,134,34,6,1,0.25,0.72,120.03,1.36,0,36.0
135,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,135,16,2,1,0.41000000000000003,0.72,120.03,1.36,0,16.0
136,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,136,20,3,0,6.21,0.72,120.03,1.36,0,20.0
137,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,137,24,4,1,-1.0499999999999998,0.72,120.03,1.36,0,24.0
138,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,138,35,6,1,1.24,0.72,120.03,1.36,0,36.0
139,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,139,36,6,1,-1.1400000000000001,0.72,120.03,1.36,0,36.0
140,4,1,Discount,"{'DISCOUNT': 0.72, 'HORIZON': 120.03, 'BETA': 1.36}",24,140,37,6,1,-0.69,0.72,120.03,1.36,0,36.0
0,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,0,1,6,0,4.26,0.84,120.43,18.71,0,36.0
1,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,1,1,2,0,6.68,0.84,120.43,18.71,0,16.0
2,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,2,2,6,0,5.7,0.84,120.43,18.71,0,36.0
3,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,3,1,5,0,6.77,0.84,120.43,18.71,0,32.0
4,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,4,3,6,0,4.67,0.84,120.43,18.71,0,36.0
5,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,5,2,2,0,4.05,0.84,120.43,18.71,0,16.0
6,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,6,4,6,0,4.24,0.84,120.43,18.71,0,36.0
7,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,7,3,2,0,4.43,0.84,120.43,18.71,0,16.0
8,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,8,1,3,0,5.61,0.84,120.43,18.71,0,20.0
9,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,9,1,4,0,4.78,0.84,120.43,18.71,0,24.0
10,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,10,5,6,0,5.55,0.84,120.43,18.71,0,36.0
11,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,11,2,5,0,5.61,0.84,120.43,18.71,0,32.0
12,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,12,6,6,0,6.38,0.84,120.43,18.71,0,36.0
13,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,13,1,0,0,6.03,0.84,120.43,18.71,0,4.0
14,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,14,1,1,0,6.96,0.84,120.43,18.71,0,8.0
15,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,15,2,3,0,4.65,0.84,120.43,18.71,0,20.0
16,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,16,7,6,0,5.91,0.84,120.43,18.71,0,36.0
17,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,17,3,3,0,4.64,0.84,120.43,18.71,0,20.0
18,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,18,3,5,0,4.7,0.84,120.43,18.71,0,32.0
19,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,19,2,4,0,7.75,0.84,120.43,18.71,0,24.0
20,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,20,3,4,0,4.7,0.84,120.43,18.71,0,24.0
21,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,21,4,3,0,4.86,0.84,120.43,18.71,0,20.0
22,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,22,5,3,0,5.17,0.84,120.43,18.71,0,20.0
23,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,23,4,5,0,5.27,0.84,120.43,18.71,0,32.0
24,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,24,2,1,0,3.92,0.84,120.43,18.71,0,8.0
25,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,25,5,5,0,5.12,0.84,120.43,18.71,0,32.0
26,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,26,8,6,0,6.04,0.84,120.43,18.71,0,36.0
27,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,27,9,6,0,4.35,0.84,120.43,18.71,0,36.0
28,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,28,4,4,0,5.25,0.84,120.43,18.71,0,24.0
29,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,29,6,5,0,4.95,0.84,120.43,18.71,0,32.0
30,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,30,6,3,0,3.1799999999999997,0.84,120.43,18.71,0,20.0
31,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,31,7,5,0,5.92,0.84,120.43,18.71,0,32.0
32,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,32,4,2,0,5.2,0.84,120.43,18.71,0,16.0
33,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,33,8,5,0,3.46,0.84,120.43,18.71,0,32.0
34,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,34,10,6,0,4.97,0.84,120.43,18.71,0,36.0
35,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,35,7,3,0,4.69,0.84,120.43,18.71,0,20.0
36,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,36,5,4,0,5.75,0.84,120.43,18.71,0,24.0
37,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,37,6,4,0,5.22,0.84,120.43,18.71,0,24.0
38,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,38,11,6,0,3.5700000000000003,0.84,120.43,18.71,0,36.0
39,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,39,9,5,0,5.88,0.84,120.43,18.71,0,32.0
40,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,40,2,0,0,6.15,0.84,120.43,18.71,0,4.0
41,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,41,10,5,0,6.21,0.84,120.43,18.71,0,32.0
42,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,42,8,3,0,4.89,0.84,120.43,18.71,0,20.0
43,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,43,11,5,0,6.1,0.84,120.43,18.71,0,32.0
44,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,44,7,4,0,5.72,0.84,120.43,18.71,0,24.0
45,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,45,5,2,0,4.08,0.84,120.43,18.71,0,16.0
46,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,46,12,6,0,6.76,0.84,120.43,18.71,0,36.0
47,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,47,9,3,0,5.98,0.84,120.43,18.71,0,20.0
48,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,48,12,5,0,5.57,0.84,120.43,18.71,0,32.0
49,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,49,6,2,0,7.16,0.84,120.43,18.71,0,16.0
50,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,50,3,1,0,4.83,0.84,120.43,18.71,0,8.0
51,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,51,8,4,0,5.08,0.84,120.43,18.71,0,24.0
52,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,52,7,2,0,4.5,0.84,120.43,18.71,0,16.0
53,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,53,13,6,0,5.13,0.84,120.43,18.71,0,36.0
54,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,54,9,4,0,4.5,0.84,120.43,18.71,0,24.0
55,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,55,14,6,0,5.25,0.84,120.43,18.71,0,36.0
56,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,56,10,4,0,4.17,0.84,120.43,18.71,0,24.0
57,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,57,13,5,0,5.45,0.84,120.43,18.71,0,32.0
58,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,58,14,5,0,3.69,0.84,120.43,18.71,0,32.0
59,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,59,15,6,0,4.74,0.84,120.43,18.71,0,36.0
60,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,60,11,4,0,4.59,0.84,120.43,18.71,0,24.0
61,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,61,4,1,0,4.17,0.84,120.43,18.71,0,8.0
62,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,62,16,6,0,5.08,0.84,120.43,18.71,0,36.0
63,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,63,15,5,0,4.43,0.84,120.43,18.71,0,32.0
64,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,64,8,2,0,4.8,0.84,120.43,18.71,0,16.0
65,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,65,17,6,0,5.36,0.84,120.43,18.71,0,36.0
66,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,66,18,6,0,4.42,0.84,120.43,18.71,0,36.0
67,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,67,16,5,0,5.67,0.84,120.43,18.71,0,32.0
68,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,68,10,3,0,6.42,0.84,120.43,18.71,0,20.0
69,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,69,12,4,0,4.71,0.84,120.43,18.71,0,24.0
70,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,70,19,6,0,5.58,0.84,120.43,18.71,0,36.0
71,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,71,20,6,0,3.27,0.84,120.43,18.71,0,36.0
72,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,72,21,6,0,5.19,0.84,120.43,18.71,0,36.0
73,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,73,17,5,0,5.1,0.84,120.43,18.71,0,32.0
74,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,74,18,5,0,5.55,0.84,120.43,18.71,0,32.0
75,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,75,11,3,0,6.43,0.84,120.43,18.71,0,20.0
76,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,76,19,5,0,4.53,0.84,120.43,18.71,0,32.0
77,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,77,13,4,0,3.91,0.84,120.43,18.71,0,24.0
78,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,78,14,4,0,6.23,0.84,120.43,18.71,0,24.0
79,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,79,20,5,0,3.41,0.84,120.43,18.71,0,32.0
80,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,80,22,6,0,6.33,0.84,120.43,18.71,0,36.0
81,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,81,15,4,0,5.35,0.84,120.43,18.71,0,24.0
82,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,82,16,4,0,5.6,0.84,120.43,18.71,0,24.0
83,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,83,21,5,0,3.16,0.84,120.43,18.71,0,32.0
84,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,84,9,2,0,4.69,0.84,120.43,18.71,0,16.0
85,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,85,22,5,0,4.18,0.84,120.43,18.71,0,32.0
86,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,86,23,6,0,5.66,0.84,120.43,18.71,0,36.0
87,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,87,23,5,0,2.99,0.84,120.43,18.71,0,32.0
88,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,88,24,6,0,4.27,0.84,120.43,18.71,0,36.0
89,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,89,17,4,0,4.27,0.84,120.43,18.71,0,24.0
90,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,90,5,1,0,5.64,0.84,120.43,18.71,0,8.0
91,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,91,18,4,0,4.22,0.84,120.43,18.71,0,24.0
92,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,92,3,0,0,5.99,0.84,120.43,18.71,0,4.0
93,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,93,19,4,0,4.64,0.84,120.43,18.71,0,24.0
94,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,94,4,0,0,3.96,0.84,120.43,18.71,0,4.0
95,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,95,12,3,0,2.86,0.84,120.43,18.71,0,20.0
96,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,96,25,6,0,5.22,0.84,120.43,18.71,0,36.0
97,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,97,26,6,0,4.29,0.84,120.43,18.71,0,36.0
98,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,98,10,2,0,4.22,0.84,120.43,18.71,0,16.0
99,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,99,6,1,0,5.5600000000000005,0.84,120.43,18.71,0,8.0
100,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,100,24,5,0,4.66,0.84,120.43,18.71,0,32.0
101,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,101,25,5,0,5.01,0.84,120.43,18.71,0,32.0
102,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,102,27,6,0,5.89,0.84,120.43,18.71,0,36.0
103,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,103,28,6,0,3.31,0.84,120.43,18.71,0,36.0
104,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,104,13,3,0,5.27,0.84,120.43,18.71,0,20.0
105,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,105,26,5,0,4.41,0.84,120.43,18.71,0,32.0
106,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,106,27,5,0,5.84,0.84,120.43,18.71,0,32.0
107,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,107,7,1,0,4.81,0.84,120.43,18.71,0,8.0
108,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,108,28,5,0,5.86,0.84,120.43,18.71,0,32.0
109,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,109,29,5,0,5.01,0.84,120.43,18.71,0,32.0
110,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,110,29,6,0,5.29,0.84,120.43,18.71,0,36.0
111,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,111,20,4,0,5.46,0.84,120.43,18.71,0,24.0
112,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,112,30,6,0,5.01,0.84,120.43,18.71,0,36.0
113,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,113,31,6,0,6.63,0.84,120.43,18.71,0,36.0
114,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,114,30,5,0,5.61,0.84,120.43,18.71,0,32.0
115,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,115,11,2,0,5.22,0.84,120.43,18.71,0,16.0
116,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,116,12,2,0,3.94,0.84,120.43,18.71,0,16.0
117,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,117,21,4,0,5.44,0.84,120.43,18.71,0,24.0
118,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,118,14,3,0,4.79,0.84,120.43,18.71,0,20.0
119,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,119,15,3,0,4.86,0.84,120.43,18.71,0,20.0
120,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,120,22,4,0,4.17,0.84,120.43,18.71,0,24.0
121,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,121,31,5,0,4.48,0.84,120.43,18.71,0,32.0
122,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,122,16,3,0,3.4699999999999998,0.84,120.43,18.71,0,20.0
123,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,123,32,6,0,5.61,0.84,120.43,18.71,0,36.0
124,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,124,33,6,0,3.29,0.84,120.43,18.71,0,36.0
125,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,125,34,6,0,3.3600000000000003,0.84,120.43,18.71,0,36.0
126,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,126,8,1,0,3.79,0.84,120.43,18.71,0,8.0
127,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,127,13,2,0,4.43,0.84,120.43,18.71,0,16.0
128,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,128,23,4,0,3.4699999999999998,0.84,120.43,18.71,0,24.0
129,4,1,Discount,"{'DISCOUNT': 0.84, 'HORIZON': 120.43, 'BETA': 18.71}",25,129,17,3,0,4.38,0.84,120.43,18.71,0,20.0
